age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23,Private,223019,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
34,Non-Private,179673,15,Married,Managerial-Specialist,Husband,White,Male,7688,0,60,US,1
46,Non-Private,248895,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
32,Private,200323,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
41,Private,230020,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
29,Private,134890,11,Married,Other,Husband,White,Male,0,0,40,US,1
48,Private,162096,5,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,45,Non-US,0
51,Private,103824,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,Non-US,0
34,Non-Private,61431,8,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
58,Private,197319,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
52,Private,183618,9,Married,Other,Husband,White,Male,0,0,40,US,0
37,Non-Private,268598,13,Married,Managerial-Specialist,Husband,Non-White,Male,7298,0,50,Non-US,1
53,Private,263729,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
54,Private,39493,11,Married,Other,Husband,White,Male,0,0,20,US,0
36,Private,185360,9,Married,Other,Husband,White,Male,0,0,60,US,0
25,Private,132661,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
20,Private,266400,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,48,US,0
23,Private,433669,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
39,Non-Private,216473,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
20,Non-Private,217404,6,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
28,Private,227778,11,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
73,Non-Private,96262,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
67,Private,247566,9,Married,Other,Husband,White,Male,0,0,24,US,0
56,Private,139616,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,45,US,1
32,Private,73585,11,Married,Other,Husband,White,Male,0,0,40,US,0
42,Private,37869,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1590,40,US,0
33,Private,165814,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
37,Private,108913,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
33,Private,34975,10,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
31,Private,157078,6,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
59,Private,232672,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
21,Private,294295,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
58,Non-Private,130454,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
24,Non-Private,461678,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
26,Non-Private,252284,10,Married,Other,Husband,White,Male,0,0,40,US,0
26,Private,256737,7,Married,Other,Husband,White,Male,0,0,40,US,0
33,Non-Private,96480,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
25,Private,234263,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Private,109952,6,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
24,Private,262570,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
39,Non-Private,65716,12,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
68,Private,201732,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
66,Non-Private,174788,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
38,Private,278924,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
41,Private,101593,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
71,Private,193863,4,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,16,Non-US,0
37,Private,342768,9,Married,Other,Husband,White,Male,0,0,40,US,0
54,Non-Private,242606,14,Married,Other,Husband,White,Male,4386,0,45,US,1
27,Non-Private,176727,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
49,Private,99179,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
19,Non-Private,354104,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,10,US,0
25,Private,61956,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
47,Non-Private,137917,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
40,Private,224658,10,Married,Other,Non-Husband,White,Male,0,0,40,US,0
38,Private,51100,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,3325,0,40,US,0
25,Private,224361,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
25,Private,362912,10,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
23,Private,218782,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
28,Private,103389,14,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
29,Private,308944,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
32,Private,140092,7,Married,Other,Husband,White,Male,0,0,40,US,0
34,Private,202210,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
52,Private,416059,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
33,Non-Private,281030,9,Married,Other,Husband,White,Male,0,0,94,US,0
19,Private,169758,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
68,Private,193666,16,Married,Managerial-Specialist,Husband,White,Male,20051,0,55,US,1
41,Private,139907,6,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
18,Non-Private,119422,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,30,Non-US,0
29,Private,149324,10,Married,Other,Husband,White,Male,0,1485,40,US,1
40,Private,259307,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
51,Non-Private,74160,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,1
49,Private,134797,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
20,Non-Private,41103,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
38,Non-Private,193026,9,Married,Other,Husband,White,Male,0,0,50,US,1
57,Private,303986,3,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
35,Private,126569,10,Married,Other,Husband,White,Male,4064,0,40,US,0
66,Private,166461,7,Married,Other,Husband,White,Male,0,0,26,US,0
27,Private,61387,13,Married,Other,Husband,White,Male,0,0,15,US,0
25,Private,254746,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
77,Private,28678,14,Married,Managerial-Specialist,Husband,White,Male,9386,0,6,US,1
19,Private,180976,6,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
70,Private,282642,9,Married,Other,Husband,White,Male,0,2174,40,US,1
59,Non-Private,136413,4,Married,Other,Husband,White,Male,0,0,48,US,0
25,Private,131463,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
44,Non-Private,177240,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,10520,0,40,US,1
37,Private,218490,14,Married,Managerial-Specialist,Husband,White,Male,0,0,55,Non-US,1
75,Private,260543,6,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,1,Non-US,0
21,Private,80680,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
21,Private,20728,9,Non-Married,Other,Non-Husband,White,Female,4101,0,40,US,0
47,Non-Private,117628,9,Married,Other,Husband,White,Male,0,0,40,US,1
20,Private,91939,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,1721,30,US,0
32,Non-Private,175931,9,Married,Other,Husband,White,Male,0,0,40,US,0
28,Private,309566,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
53,Private,123703,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
19,Private,369678,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,US,0
58,Private,29928,10,Married,Other,Non-Husband,White,Female,0,0,36,US,0
22,Private,167868,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
23,Private,235894,7,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,0
21,Private,189888,9,Non-Married,Other,Non-Husband,White,Male,3325,0,60,US,0
36,Private,111545,9,Married,Other,Husband,White,Male,0,0,70,US,0
39,Private,175972,10,Married,Other,Non-Husband,White,Female,0,0,15,US,0
34,Non-Private,254270,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
41,Non-Private,185057,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
72,Private,157593,13,Married,Other,Husband,White,Male,1455,0,6,US,0
34,Private,101345,9,Married,Other,Non-Husband,White,Female,0,0,40,US,1
51,Non-Private,176751,13,Married,Managerial-Specialist,Husband,White,Male,0,1902,40,US,1
32,Non-Private,97723,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
38,Private,127601,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
37,Private,227597,10,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,143995,10,Non-Married,Other,Non-Husband,Non-White,Male,0,0,20,US,0
21,Private,250051,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,10,US,0
26,Private,284078,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
34,Private,207668,10,Married,Other,Husband,White,Male,0,1887,40,US,1
18,Private,163787,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
27,Private,119170,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
20,Private,188612,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,Non-US,0
36,Private,114605,11,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
31,Private,317761,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
32,Private,164197,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
54,Private,329266,9,Married,Other,Husband,White,Male,0,0,44,US,1
34,Non-Private,207383,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
46,Private,123598,10,Married,Other,Husband,White,Male,0,0,48,US,1
33,Private,259931,7,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
32,Private,134737,13,Married,Managerial-Specialist,Husband,White,Male,99999,0,50,US,1
42,Private,106900,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Private,87054,9,Married,Other,Husband,White,Male,0,0,50,US,0
37,Private,82622,10,Married,Other,Husband,White,Male,0,0,40,US,1
28,Private,181659,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
25,Private,321205,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4101,0,35,US,0
44,Non-Private,231348,10,Married,Other,Husband,White,Male,0,0,40,US,1
40,Private,276096,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
36,Private,290560,10,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
21,Private,307315,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
39,Non-Private,99156,16,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
24,Private,237928,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,39,US,0
46,Private,153501,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
47,Private,149700,13,Married,Other,Husband,White,Male,0,0,36,US,1
47,Private,189680,13,Married,Other,Husband,White,Male,0,1977,40,US,1
35,Private,374524,15,Married,Managerial-Specialist,Husband,White,Male,0,0,75,US,1
60,Non-Private,127805,4,Married,Other,Husband,White,Male,0,0,40,US,1
35,Private,150217,13,Married,Other,Non-Husband,White,Female,0,0,24,Non-US,0
33,Private,295649,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
21,Private,197182,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
37,Private,241998,13,Married,Other,Husband,White,Male,0,0,50,US,1
48,Non-Private,156410,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,US,1
58,Private,473836,4,Non-Married,Other,Non-Husband,White,Female,0,0,45,Non-US,0
21,Private,198431,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
22,Private,113936,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
22,Private,318915,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
28,Non-Private,175406,14,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,1
33,Non-Private,193172,11,Married,Managerial-Specialist,Non-Husband,White,Female,7688,0,50,US,1
23,Non-Private,320294,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
58,Non-Private,400285,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,1
24,Non-Private,283731,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
38,Non-Private,227154,13,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,0
49,Private,298659,9,Married,Other,Husband,White,Male,0,0,15,Non-US,0
47,Private,212120,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
50,Private,320510,13,Married,Managerial-Specialist,Husband,White,Male,0,1902,40,US,1
21,Private,175800,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
55,Private,170169,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
47,Private,344157,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
19,Private,199441,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
47,Private,225456,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
36,Private,61178,7,Married,Other,Husband,White,Male,0,0,40,US,0
28,Non-Private,175262,12,Married,Other,Husband,White,Male,0,2002,40,Non-US,0
42,Private,152568,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
41,Private,182108,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,27828,0,35,US,1
46,Private,273771,13,Married,Other,Husband,White,Male,99999,0,40,US,1
32,Private,208291,9,Married,Other,Husband,White,Male,0,0,50,US,0
34,Private,224358,6,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
33,Private,55176,4,Married,Other,Husband,White,Male,0,0,40,US,0
60,Non-Private,152711,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
53,Private,68684,9,Married,Other,Husband,White,Male,0,0,40,US,0
24,Private,185452,13,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
39,Non-Private,175232,10,Married,Other,Husband,White,Male,0,1977,60,US,1
23,Private,173851,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
50,Private,162327,13,Married,Managerial-Specialist,Husband,White,Male,0,1902,50,US,1
36,Non-Private,51424,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
19,Private,123416,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,1055,0,40,US,0
26,Private,262656,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
38,Private,233194,9,Married,Other,Husband,Non-White,Male,0,0,40,US,1
41,Private,290660,13,Married,Other,Husband,White,Male,7688,0,55,US,1
22,Private,151105,10,Non-Married,Other,Non-Husband,White,Female,0,0,18,US,0
38,Private,179117,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,10520,0,50,US,1
72,Private,33608,10,Married,Managerial-Specialist,Husband,White,Male,9386,0,30,US,1
39,Private,317434,9,Married,Other,Husband,White,Male,0,0,40,US,0
35,Non-Private,126569,9,Married,Other,Husband,White,Male,7298,0,40,US,1
38,Non-Private,745768,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,45,US,0
19,Private,69927,9,Married,Other,Non-Husband,Non-White,Female,0,0,16,US,0
26,Private,302603,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
52,Private,46788,13,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
41,Private,289886,3,Married,Other,Husband,Non-White,Male,0,1579,40,Non-US,0
45,Private,179135,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
58,Non-Private,175873,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
34,Private,57426,13,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
36,Private,312206,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
19,Non-Private,344858,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
26,Non-Private,177035,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
60,Private,88055,6,Married,Other,Husband,White,Male,0,0,40,US,0
35,Non-Private,111095,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
39,Private,192251,6,Non-Married,Other,Non-Husband,White,Female,0,0,60,US,0
27,Private,29807,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
26,Non-Private,211596,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
17,Private,268276,8,Non-Married,Other,Non-Husband,White,Male,0,0,12,US,0
59,Non-Private,181070,9,Married,Other,Husband,White,Male,0,0,40,Non-US,1
53,Non-Private,20676,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,48,US,0
35,Private,115803,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
34,Non-Private,124827,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
36,Private,95336,9,Married,Other,Husband,White,Male,0,0,45,US,1
36,Private,257942,9,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,72593,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
29,Private,147340,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
35,Private,185325,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
59,Non-Private,357943,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
22,Private,215395,10,Non-Married,Other,Non-Husband,White,Male,0,1602,10,US,0
50,Non-Private,30682,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
24,Non-Private,29591,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
36,Private,215392,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
31,Private,110554,9,Married,Managerial-Specialist,Non-Husband,White,Female,4386,0,40,US,1
42,Non-Private,133584,10,Married,Other,Husband,White,Male,0,0,40,Non-US,0
38,Private,210438,4,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
52,Private,256916,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
46,Private,73541,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
23,Private,109952,10,Married,Other,Husband,White,Male,0,0,60,US,0
54,Private,197975,3,Married,Other,Husband,White,Male,0,0,51,US,0
27,Private,401723,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
42,Private,179524,13,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
33,Non-Private,296282,9,Married,Other,Husband,White,Male,0,0,40,US,0
19,Private,145844,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
59,Private,191965,7,Married,Other,Non-Husband,White,Female,3908,0,28,US,0
54,Private,96792,9,Non-Married,Other,Non-Husband,White,Female,0,0,32,US,0
48,Private,185041,4,Married,Other,Husband,White,Male,0,1672,55,US,0
19,Private,233779,10,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
45,Private,347834,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
36,Private,215373,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,70,US,0
35,Non-Private,169426,12,Married,Other,Husband,White,Male,0,0,40,US,0
47,Private,202856,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
33,Private,50276,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
48,Non-Private,187454,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
